TOTAL_NUMBER_OF_VISITS,TOTAL_DURATION_SPENT,AVERAGE_DURATION_PER_VISIT,TOTAL_CHIPS_WON_OR_LOST,AVERAGE_CHIPS_WON_OR_LOST_PER_VISIT,UNIQUE_GAMES_PLAYED,IS_PREMIUM_PLAYER,IS_LOYALTY_CARD_HOLDER,TOTAL_AMOUNT_SPENT_IN_HOTEL,TOTAL_DAYS_SPENT_HOTEL,TOTAL_AMOUNT_SPENT_IN_CASINO_RESTAURANT,NUMBER_OF_RESTAURANT_VISITS,TOTAL_AMOUNT_SPENT_IN_SPA,NUMBER_OF_SPA_VISITS,TOTAL_REVENUE_TO_CASINO,NUMBER_OF_CONCIERGE_VISITS,PREFERRED_GAME_CATEGORY,PREFERRED_GAME_NAME,AGE,GENDER,HOME_COUNTRY,HOME_CITY,VISIT_FREQUENCY,CLUSTERS,PLAYER_SEGMENT,SEGMENT_DESC
28,110.47,3.945357142857143,-1298,-46.357142857142854,10,False,True,39997.11,244,7649.78,131,13103.35,58,62048.24,115,1,2,75,1,3,25,0.1044776119402985,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
26,117.16,4.506153846153846,965,37.11538461538461,10,False,False,40664.52,145,7179.28,119,14312.91,46,61191.71,105,1,6,69,0,1,29,0.0546218487394958,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,81.61,5.100625,4,0.25,8,True,False,15163.44,121,3857.29,82,10613.76,27,29630.489999999998,61,1,2,40,1,2,2,-0.032454361054766734,3,Money losing players,Money losing players
22,92.58,4.208181818181818,4027,183.04545454545453,9,True,False,26522.9,194,6022.54,116,10096.73,38,38615.17,105,1,6,63,1,3,18,0.18487394957983194,1,Conservative Low spenders,"Low spends, low money making low risk players"
25,106.57,4.2627999999999995,797,31.88,10,False,False,50630.3,294,6737.95,119,10846.24,41,67417.49,89,1,6,37,1,0,14,-0.031407035175879394,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,82.9,5.18125,2381,148.8125,10,True,False,21468.66,71,3454.6,75,10040.39,37,32582.65,96,0,0,44,0,3,25,-0.064,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,91.89,4.836315789473685,-912,-48.0,9,True,False,16549.95,87,4670.58,74,7470.47,35,29603.0,63,1,6,41,0,1,29,-9.5,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
26,128.66,4.9484615384615385,-6126,-235.6153846153846,10,True,False,35252.020000000004,195,6709.74,111,12939.32,55,61027.08,168,0,4,48,1,2,16,0.05029013539651837,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
13,62.11,4.777692307692307,1427,109.76923076923077,9,True,False,28181.79,179,4021.74,54,6247.22,23,37023.75,64,0,0,55,1,0,0,-0.01849217638691323,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,94.82000000000001,4.515238095238096,-1854,-88.28571428571429,9,True,False,12301.01,156,6545.62,91,8641.94,39,29342.57,101,1,6,37,0,0,24,-0.05303030303030303,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,115.04,5.2290909090909095,-1056,-48.0,9,True,False,24303.079999999998,184,5850.18,82,11008.22,40,42217.479999999996,92,2,1,50,0,2,19,0.25287356321839083,1,Conservative Low spenders,"Low spends, low money making low risk players"
25,103.08,4.1232,-1758,-70.32,11,False,False,31010.68,227,6436.31,115,15214.44,46,54419.43,119,0,9,42,1,0,5,0.04892367906066536,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,71.2,4.746666666666667,154,10.266666666666667,8,True,False,12992.69,127,3963.33,79,7957.46,32,24759.48,91,0,9,61,0,1,29,-0.05976095617529881,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,85.96000000000001,5.730666666666667,3919,261.26666666666665,9,False,True,21773.17,203,4258.72,63,7558.93,32,29671.82,73,2,3,59,1,2,16,0.10416666666666667,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
25,113.13,4.5252,-4504,-180.16,11,False,False,28938.5,227,6733.27,143,14099.67,48,54275.44,96,2,8,55,0,3,25,-0.07374631268436578,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
16,64.31,4.019375,2972,185.75,9,False,False,17979.72,141,4654.71,63,8829.06,22,28491.489999999998,87,2,3,46,0,1,29,-2.6666666666666665,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,104.16,4.734545454545454,-319,-14.5,9,False,False,32267.239999999998,183,5607.08,93,12108.5,47,50301.82,91,0,0,62,1,0,14,-0.08906882591093117,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,66.16,4.410666666666667,5100,340.0,8,False,False,15606.130000000001,70,2914.18,77,6604.6,29,20024.91,91,0,9,61,0,0,0,-0.0528169014084507,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
10,54.94,5.494,-510,-51.0,8,False,False,9098.16,72,2510.61,46,5584.15,21,17702.92,36,0,0,47,1,1,29,0.026595744680851064,3,Money losing players,Money losing players
21,100.7,4.795238095238095,-2985,-142.14285714285714,11,True,True,35324.67,188,4414.9,100,11723.48,40,54448.049999999996,78,1,10,55,1,3,11,-0.07608695652173914,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,74.89,5.349285714285714,1346,96.14285714285714,9,False,False,26572.780000000002,156,3499.6,84,7628.77,25,36355.15,66,0,0,56,0,2,17,0.04697986577181208,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
24,101.2,4.216666666666667,454,18.916666666666668,9,False,False,37047.87,232,6180.34,114,10742.25,56,53516.46,113,0,9,62,1,2,19,-0.07164179104477612,1,Conservative Low spenders,"Low spends, low money making low risk players"
26,109.84,4.224615384615385,956,36.76923076923077,9,False,False,41774.44,196,6953.82,148,11504.32,56,59276.58,119,2,1,65,0,2,16,-0.16352201257861634,1,Conservative Low spenders,"Low spends, low money making low risk players"
23,95.41,4.148260869565218,1756,76.34782608695652,7,False,False,42980.32,306,6417.83,88,11654.86,36,59297.01,105,0,0,55,1,2,17,0.021883920076117985,1,Conservative Low spenders,"Low spends, low money making low risk players"
10,56.480000000000004,5.648000000000001,-1385,-138.5,8,True,False,8337.61,83,2319.52,31,7754.34,15,19796.47,42,0,9,55,1,1,29,0.010080645161290322,3,Money losing players,Money losing players
21,95.31,4.538571428571428,-224,-10.666666666666666,11,False,False,23504.8,187,5251.8,97,11100.09,41,40080.69,64,0,0,72,1,1,29,0.24705882352941178,1,Conservative Low spenders,"Low spends, low money making low risk players"
17,88.11,5.182941176470588,3128,184.0,8,False,False,27102.309999999998,128,4489.16,66,6853.57,33,35317.04,59,2,5,68,1,0,20,0.03803131991051454,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,98.85,4.9425,-57,-2.85,10,False,False,28616.98,166,5333.81,83,11155.83,44,45163.619999999995,96,1,10,67,0,3,11,0.0664451827242525,1,Conservative Low spenders,"Low spends, low money making low risk players"
18,94.46,5.247777777777777,-1031,-57.27777777777778,9,False,False,32708.87,152,4869.28,72,9779.880000000001,32,48389.03,87,1,6,65,0,0,1,0.6428571428571429,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
30,132.60999999999999,4.420333333333333,-2601,-86.7,10,False,True,41280.31,223,7589.78,152,12727.57,42,64198.66,125,0,4,38,0,3,6,0.07575757575757576,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
15,78.67999999999999,5.245333333333333,-263,-17.533333333333335,8,False,False,15512.880000000001,122,3220.58,66,6816.4400000000005,42,25812.9,55,1,10,62,0,2,16,0.020604395604395604,3,Money losing players,Money losing players
19,74.17999999999999,3.904210526315789,796,41.89473684210526,9,True,False,22735.29,165,5649.26,71,7595.16,38,35183.71,64,0,4,77,0,3,7,0.0231990231990232,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,75.55,4.197222222222222,-40,-2.2222222222222223,6,True,False,33066.85,214,5046.26,81,9215.36,37,47368.47,104,1,10,78,0,1,29,-0.021791767554479417,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
25,129.2,5.167999999999999,-61,-2.44,10,False,False,27155.03,248,8444.52,90,13087.08,47,48747.63,104,0,4,74,0,2,3,0.09090909090909091,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,68.97,4.310625,-371,-23.1875,7,False,False,19122.33,157,3378.73,54,9175.51,30,32047.57,89,2,5,63,1,3,21,0.11510791366906475,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,69.26,4.074117647058824,-2328,-136.94117647058823,9,True,False,15445.8,99,4797.42,78,9579.34,22,32150.559999999998,75,1,10,59,1,3,21,0.0576271186440678,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
27,117.53,4.352962962962963,-2054,-76.07407407407408,11,False,False,33644.84,229,6383.05,138,14027.38,57,56109.270000000004,103,1,6,59,1,3,7,0.027777777777777776,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
14,70.26,5.018571428571429,1173,83.78571428571429,7,False,False,11959.400000000001,53,3330.46,57,7377.27,15,21494.129999999997,57,1,10,57,0,2,15,0.038461538461538464,3,Money losing players,Money losing players
15,59.870000000000005,3.991333333333334,-735,-49.0,7,False,False,17449.28,99,4844.3,76,8290.88,34,31319.46,78,0,9,32,1,2,9,-0.4166666666666667,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,81.63,3.887142857142857,-3639,-173.28571428571428,8,False,True,33748.02,167,5662.21,78,9391.43,25,52440.659999999996,80,1,2,78,1,1,29,0.09905660377358491,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
13,61.49,4.73,-3935,-302.6923076923077,8,False,False,7905.02,68,2451.85,66,5808.51,29,20100.38,51,0,9,36,0,3,7,0.061611374407582936,3,Money losing players,Money losing players
17,79.45,4.673529411764706,2956,173.88235294117646,9,True,False,27458.58,95,4025.39,63,9441.08,33,37969.05,90,1,6,30,0,0,0,0.043701799485861184,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,115.26,5.763,1949,97.45,11,True,False,27062.739999999998,173,4590.12,98,11157.09,31,40860.95,75,2,7,51,0,0,12,0.031496062992125984,1,Conservative Low spenders,"Low spends, low money making low risk players"
18,76.03999999999999,4.224444444444444,5063,281.27777777777777,8,False,True,12445.08,81,4960.43,74,8611.88,41,20954.39,85,0,0,69,0,1,29,-0.4864864864864865,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,79.78,5.318666666666667,-1084,-72.26666666666667,8,False,True,11446.5,55,4221.82,87,8254.33,29,25006.65,68,2,7,60,1,3,26,-0.09615384615384616,3,Money losing players,Money losing players
11,56.84,5.167272727272728,1157,105.18181818181819,6,True,False,22416.449999999997,131,2774.24,50,6101.36,12,30135.050000000003,44,0,4,46,1,2,9,-0.03859649122807018,3,Money losing players,Money losing players
20,79.67,3.9835000000000003,588,29.4,8,True,False,17068.6,88,4960.65,79,12065.88,48,33507.13,79,2,5,64,0,0,1,0.055248618784530384,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
31,137.75,4.443548387096774,-2370,-76.45161290322581,10,False,False,47771.35,248,8492.81,133,15687.630000000001,48,74321.79,146,0,0,80,0,2,3,0.048589341692789965,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
16,78.15,4.884375,-2764,-172.75,7,False,True,25474.61,112,4460.82,53,7358.4,32,40057.83,75,1,10,62,0,3,11,0.024096385542168676,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,85.85,4.518421052631578,1135,59.73684210526316,9,False,True,22865.37,79,4102.55,80,11983.58,39,37816.5,102,1,6,65,0,1,29,-0.09947643979057591,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,105.98,4.817272727272727,-1602,-72.81818181818181,11,False,False,36602.84,224,5802.92,105,9621.27,44,53629.03,90,1,2,77,0,1,29,0.020833333333333332,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,99.44,4.9719999999999995,629,31.45,10,False,False,13835.1,75,5534.13,90,10791.34,39,29531.57,122,1,2,58,1,0,12,0.047505938242280284,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,68.47,4.890714285714286,84,6.0,7,False,False,10534.04,82,3868.61,62,6042.5,25,20361.15,63,1,10,80,1,0,5,-0.03763440860215054,3,Money losing players,Money losing players
19,77.9,4.1000000000000005,2083,109.63157894736842,10,True,False,42363.88,251,6132.4,97,12444.42,36,58857.7,87,0,4,66,1,0,24,0.022565320665083134,1,Conservative Low spenders,"Low spends, low money making low risk players"
18,84.05,4.669444444444444,2282,126.77777777777777,9,False,False,22075.97,121,4918.38,66,9927.76,33,34640.11,88,2,5,64,0,1,29,0.060810810810810814,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,96.77,4.8385,4075,203.75,9,False,False,31469.59,209,6018.67,88,10897.16,40,44310.42,84,0,4,54,1,3,21,0.01845018450184502,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,90.61,4.768947368421053,1913,100.6842105263158,9,True,True,11996.96,102,4267.11,79,9161.36,40,23512.43,96,1,10,67,0,2,9,0.0328719723183391,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,85.4,3.8818181818181823,643,29.227272727272727,9,False,False,34201.47,133,5376.2,102,12267.06,43,51201.73,70,1,6,79,1,1,29,-0.05555555555555555,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,77.0,4.8125,307,19.1875,9,False,False,20075.83,150,4162.75,91,9901.0,35,33832.58,47,1,2,59,0,3,23,0.025518341307814992,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,61.4,3.611764705882353,-4001,-235.35294117647058,9,False,False,17170.88,86,4632.76,58,11198.47,31,37003.11,53,2,1,51,1,2,2,-2.4285714285714284,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,87.86,4.393,285,14.25,10,False,False,22349.61,150,4542.73,81,11291.31,49,37898.65,94,2,5,58,1,0,20,-0.29411764705882354,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,72.71,3.6354999999999995,-740,-37.0,8,False,True,31843.04,146,5823.34,87,9697.7,39,48104.08,100,0,0,30,0,2,17,0.028901734104046242,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
12,58.75,4.895833333333333,-116,-9.666666666666666,7,True,False,19820.52,121,3216.25,54,4498.36,16,27651.13,65,0,0,54,1,0,8,-0.09375,3,Money losing players,Money losing players
22,102.66,4.666363636363636,-333,-15.136363636363637,10,False,True,31895.899999999998,216,4869.11,105,13105.23,57,50203.24,85,0,9,80,1,3,27,-0.027707808564231738,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,58.910000000000004,3.6818750000000002,1701,106.3125,7,True,False,28984.93,203,4979.98,66,7727.33,41,39991.24,63,0,9,69,0,1,29,0.14814814814814814,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,74.53,3.9226315789473687,2578,135.68421052631578,9,False,False,27504.17,140,4097.56,93,9028.06,33,38051.79,76,0,9,29,0,1,29,-0.04460093896713615,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,79.92,4.701176470588235,-3297,-193.94117647058823,7,False,True,27534.35,99,5113.39,90,9663.17,34,45607.909999999996,84,1,10,57,0,0,0,-0.2361111111111111,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
