hotel,room_type,market_segment,deposit_type,meal,distribution_channel,customer_type,arrival_date,adr,room_limit,total_rns
Resort Hotel,A,Groups,No Deposit,BB,Direct,Transient,2021-11-01 00:00:00,36.0,150.0,7
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-11-01 00:00:00,44.45,150.0,2
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-01 00:00:00,46.404444444444444,150.0,9
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-01 00:00:00,77.1,150.0,2
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-11-01 00:00:00,65.6175,150.0,4
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-01 00:00:00,49.2,150.0,1
Resort Hotel,A,Groups,No Deposit,BB,Direct,Transient.Party,2021-11-01 00:00:00,36.0,150.0,1
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-01 00:00:00,46.65,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-01 00:00:00,61.28,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-01 00:00:00,38.193333333333335,150.0,6
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-01 00:00:00,58.13,75.0,1
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-01 00:00:00,70.2,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-11-01 00:00:00,55.04,75.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-01 00:00:00,55.155,75.0,6
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-01 00:00:00,45.14,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-01 00:00:00,36.9975,75.0,4
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-01 00:00:00,57.27,60.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-01 00:00:00,49.635,60.0,2
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-11-01 00:00:00,36.0,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2021-11-01 00:00:00,56.0,60.0,1
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-01 00:00:00,53.7,60.0,4
Resort Hotel,E,Offline TA/TO,No Deposit,FB,TA/TO,Group,2021-11-01 00:00:00,81.9,60.0,1
City Hotel,A,Corporate,No Deposit,BB,Direct,Transient,2021-11-02 00:00:00,79.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-02 00:00:00,86.02428571428571,150.0,14
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-02 00:00:00,65.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-02 00:00:00,91.2,150.0,6
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-02 00:00:00,42.473333333333336,150.0,3
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-11-02 00:00:00,80.25,150.0,2
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-02 00:00:00,55.004999999999995,150.0,4
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-02 00:00:00,80.0,150.0,3
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-02 00:00:00,102.12166666666667,80.0,6
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-02 00:00:00,61.607142857142854,80.0,7
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-02 00:00:00,62.98333333333333,80.0,12
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-02 00:00:00,114.2625,80.0,4
Resort Hotel,A,Groups,No Deposit,BB,Direct,Transient.Party,2021-11-02 00:00:00,36.0,150.0,1
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-11-02 00:00:00,65.6175,150.0,4
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-02 00:00:00,47.449999999999996,150.0,7
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-02 00:00:00,86.4,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-02 00:00:00,31.941666666666666,150.0,12
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-02 00:00:00,67.56,150.0,1
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-02 00:00:00,77.1,150.0,2
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-02 00:00:00,44.519999999999996,150.0,5
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-02 00:00:00,41.25,150.0,8
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-11-02 00:00:00,25.92,150.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-02 00:00:00,57.415000000000006,75.0,2
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-02 00:00:00,70.2,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-02 00:00:00,31.1475,75.0,4
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-02 00:00:00,55.155,75.0,6
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-11-02 00:00:00,55.04,75.0,1
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-02 00:00:00,45.14,75.0,2
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-11-02 00:00:00,36.0,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-02 00:00:00,49.635,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-02 00:00:00,61.87,60.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-02 00:00:00,58.977500000000006,60.0,4
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-02 00:00:00,54.06666666666667,60.0,9
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-03 00:00:00,65.0,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-03 00:00:00,63.84625,150.0,8
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-03 00:00:00,75.0,150.0,2
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-11-03 00:00:00,75.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-03 00:00:00,87.62266666666666,150.0,15
City Hotel,A,Corporate,No Deposit,BB,Direct,Transient,2021-11-03 00:00:00,79.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-03 00:00:00,86.81888888888889,150.0,9
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-03 00:00:00,42.473333333333336,150.0,3
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-03 00:00:00,100.12166666666667,80.0,6
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-03 00:00:00,60.45181818181818,80.0,11
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-03 00:00:00,100.26,80.0,5
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-03 00:00:00,60.535714285714285,80.0,7
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-03 00:00:00,67.56,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-03 00:00:00,29.19090909090909,150.0,11
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-03 00:00:00,43.26666666666667,150.0,6
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-03 00:00:00,42.70454545454545,150.0,22
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-11-03 00:00:00,25.92,150.0,1
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-03 00:00:00,75.89999999999999,150.0,3
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-03 00:00:00,46.48888888888889,150.0,9
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-11-03 00:00:00,65.6175,150.0,4
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-03 00:00:00,42.63235294117647,150.0,17
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-03 00:00:00,70.2,75.0,1
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-03 00:00:00,46.57,75.0,4
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-03 00:00:00,36.34142857142857,75.0,7
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-03 00:00:00,55.155,75.0,6
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-11-03 00:00:00,55.04,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-03 00:00:00,57.415000000000006,75.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-03 00:00:00,46.76,60.0,1
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient,2021-11-03 00:00:00,58.0,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-03 00:00:00,61.87,60.0,1
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-03 00:00:00,54.06666666666667,60.0,9
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-03 00:00:00,59.58500000000001,60.0,2
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-04 00:00:00,88.83727272727273,150.0,11
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-04 00:00:00,87.272,150.0,10
City Hotel,A,Corporate,No Deposit,BB,Direct,Transient,2021-11-04 00:00:00,79.0,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-04 00:00:00,66.0,150.0,2
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-04 00:00:00,88.8,150.0,5
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-11-04 00:00:00,95.0,150.0,1
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-04 00:00:00,65.0,150.0,2
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-04 00:00:00,63.83555555555555,150.0,9
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-04 00:00:00,100.44333333333333,80.0,6
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-04 00:00:00,63.178,80.0,15
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-04 00:00:00,100.415,80.0,8
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-04 00:00:00,60.0,80.0,4
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-04 00:00:00,42.945454545454545,150.0,11
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-11-04 00:00:00,25.92,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-04 00:00:00,67.56,150.0,1
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-04 00:00:00,41.3,150.0,2
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-04 00:00:00,42.59444444444444,150.0,27
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-04 00:00:00,29.19090909090909,150.0,11
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-04 00:00:00,43.990625,150.0,16
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-04 00:00:00,75.89999999999999,150.0,3
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-11-04 00:00:00,55.04,75.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-04 00:00:00,50.370000000000005,75.0,3
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-04 00:00:00,57.415000000000006,75.0,2
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-04 00:00:00,46.57,75.0,4
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-04 00:00:00,70.2,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-04 00:00:00,36.29875,75.0,8
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-04 00:00:00,54.06666666666667,60.0,9
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-04 00:00:00,46.76,60.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-04 00:00:00,59.58500000000001,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-04 00:00:00,61.87,60.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-05 00:00:00,93.622,150.0,10
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-11-05 00:00:00,95.0,150.0,2
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-05 00:00:00,57.402499999999996,150.0,8
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-05 00:00:00,71.85714285714286,150.0,7
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-05 00:00:00,83.52625,150.0,8
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-05 00:00:00,94.07142857142857,150.0,7
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-05 00:00:00,66.0,150.0,2
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-05 00:00:00,88.77333333333333,80.0,3
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-05 00:00:00,116.95,80.0,2
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-05 00:00:00,97.51,80.0,5
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-05 00:00:00,60.95153846153846,80.0,13
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-05 00:00:00,60.0,80.0,6
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-05 00:00:00,44.03333333333333,150.0,12
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-11-05 00:00:00,25.92,150.0,1
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-05 00:00:00,45.3,150.0,2
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-05 00:00:00,45.27222222222222,150.0,9
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-05 00:00:00,28.872727272727275,150.0,11
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-05 00:00:00,42.027419354838706,150.0,31
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-05 00:00:00,75.89999999999999,150.0,3
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-05 00:00:00,36.34142857142857,75.0,7
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-05 00:00:00,57.415000000000006,75.0,2
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-05 00:00:00,50.666666666666664,75.0,3
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-05 00:00:00,55.2775,75.0,4
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2021-11-05 00:00:00,55.04,75.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-05 00:00:00,58.05666666666667,60.0,3
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2021-11-05 00:00:00,63.0,60.0,1
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-05 00:00:00,108.5,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-11-05 00:00:00,54.99,60.0,1
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-05 00:00:00,54.06666666666667,60.0,9
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-05 00:00:00,43.045,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-05 00:00:00,61.87,60.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-06 00:00:00,70.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-06 00:00:00,90.311,150.0,20
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-06 00:00:00,57.64833333333333,150.0,12
City Hotel,A,Offline TA/TO,Refundable,BB,TA/TO,Transient.Party,2021-11-06 00:00:00,63.0,150.0,1
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-06 00:00:00,65.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-06 00:00:00,90.71249999999999,150.0,12
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-06 00:00:00,94.07142857142857,150.0,7
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2021-11-06 00:00:00,83.0,150.0,1
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2021-11-06 00:00:00,60.0,150.0,14
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-11-06 00:00:00,99.5,150.0,4
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-06 00:00:00,116.95,80.0,2
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-06 00:00:00,60.0,80.0,4
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-06 00:00:00,92.16666666666667,80.0,3
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-06 00:00:00,61.7,80.0,17
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-06 00:00:00,88.11500000000001,80.0,2
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-06 00:00:00,55.55,150.0,2
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-06 00:00:00,46.05714285714286,150.0,7
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-06 00:00:00,46.769999999999996,150.0,10
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-11-06 00:00:00,25.36,150.0,2
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-06 00:00:00,78.7,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-06 00:00:00,68.7,150.0,1
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-06 00:00:00,41.370285714285714,150.0,35
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2021-11-06 00:00:00,93.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-06 00:00:00,29.29090909090909,150.0,11
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-06 00:00:00,58.397499999999994,75.0,4
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-06 00:00:00,57.415000000000006,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-06 00:00:00,36.34142857142857,75.0,7
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-06 00:00:00,52.0,75.0,4
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-06 00:00:00,61.87,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-06 00:00:00,43.045,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-06 00:00:00,58.05666666666667,60.0,3
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-11-06 00:00:00,54.99,60.0,1
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-06 00:00:00,53.82857142857143,60.0,14
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-06 00:00:00,108.5,60.0,2
City Hotel,A,Offline TA/TO,Refundable,BB,TA/TO,Transient.Party,2021-11-07 00:00:00,63.0,150.0,1
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-07 00:00:00,65.0,150.0,1
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2021-11-07 00:00:00,60.0,150.0,24
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-07 00:00:00,98.0281818181818,150.0,11
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-07 00:00:00,87.155,150.0,10
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-07 00:00:00,56.573846153846155,150.0,13
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2021-11-07 00:00:00,78.33333333333333,150.0,3
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-07 00:00:00,95.0,150.0,3
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Group,2021-11-07 00:00:00,73.15,150.0,1
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-11-07 00:00:00,104.0,150.0,1
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-07 00:00:00,102.6,80.0,1
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-07 00:00:00,116.95,80.0,2
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-07 00:00:00,60.0,80.0,5
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-07 00:00:00,85.59,80.0,1
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-07 00:00:00,61.7,80.0,17
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-07 00:00:00,85.7,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-11-07 00:00:00,25.36,150.0,2
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-07 00:00:00,39.937924528301885,150.0,53
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-07 00:00:00,52.48,150.0,5
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-07 00:00:00,28.62857142857143,150.0,14
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-07 00:00:00,59.1,150.0,2
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-07 00:00:00,58.75,150.0,2
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-07 00:00:00,50.16727272727273,150.0,11
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-07 00:00:00,35.0475,75.0,4
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-07 00:00:00,56.0,75.0,3
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-07 00:00:00,58.321666666666665,75.0,6
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-11-07 00:00:00,76.0,75.0,1
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2021-11-07 00:00:00,57.415000000000006,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,Undefined,TA/TO,Transient,2021-11-07 00:00:00,65.0,75.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient.Party,2021-11-07 00:00:00,84.0,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-07 00:00:00,67.47666666666667,60.0,3
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2021-11-07 00:00:00,107.0,60.0,3
Resort Hotel,E,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-07 00:00:00,53.703125,60.0,16
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-11-07 00:00:00,54.99,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-07 00:00:00,51.28399999999999,60.0,5
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Group,2021-11-08 00:00:00,73.15,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-08 00:00:00,94.756,150.0,10
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-08 00:00:00,88.0,150.0,3
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient.Party,2021-11-08 00:00:00,60.0,150.0,24
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-08 00:00:00,83.32000000000001,150.0,5
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-08 00:00:00,54.071000000000005,150.0,10
City Hotel,A,Offline TA/TO,Refundable,BB,TA/TO,Transient.Party,2021-11-08 00:00:00,63.0,150.0,1
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-08 00:00:00,65.0,150.0,3
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Contract,2021-11-08 00:00:00,104.0,150.0,1
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-08 00:00:00,62.14117647058824,80.0,17
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Contract,2021-11-08 00:00:00,102.6,80.0,1
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2021-11-08 00:00:00,109.89999999999999,80.0,3
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2021-11-08 00:00:00,60.0,80.0,8
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2021-11-08 00:00:00,53.0,150.0,2
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2021-11-08 00:00:00,44.0,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2021-11-08 00:00:00,24.8,150.0,1
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2021-11-08 00:00:00,49.833571428571425,150.0,14
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2021-11-08 00:00:00,28.21,150.0,7
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2021-11-08 00:00:00,39.945079365079366,150.0,63
